time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2000-12-08T16:56:18.530Z,22.706,-107.552,10,5.5,mwc,121,,,1.35,us,usp000a5qs,2022-04-29T19:46:02.869Z,"131 km WSW of Mazatlán, Mexico",earthquake,,,,,reviewed,us,hrv
2000-12-08T15:24:35.820Z,-4.67,153.045,33,4.6,mb,18,,,0.85,us,usp000a5qp,2014-11-07T01:11:41.776Z,"93 km ESE of Kokopo, Papua New Guinea",earthquake,,,,1,reviewed,us,us
2000-12-08T15:24:14.660Z,-4.599,153.255,33,5.5,mwc,66,,,0.89,us,usp000a5qn,2022-04-29T19:26:17.792Z,"113 km ESE of Kokopo, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-12-08T08:22:02.040Z,-20.05,-173.895,33,5.3,mwc,93,,,1.01,us,usp000a5q7,2016-11-10T00:09:08.563Z,"54 km ESE of Pangai, Tonga",earthquake,,,,,reviewed,us,hrv
2000-12-08T06:18:11.430Z,-24.105,179.798,542.3,4.6,mb,58,,,0.77,us,usp000a5pz,2014-11-07T01:11:41.697Z,"south of the Fiji Islands",earthquake,,20.3,,20,reviewed,us,us
2000-12-08T05:53:58.470Z,59.697,1.739,10,4.7,mb,135,,,1.43,us,usp000a5pv,2014-11-07T01:11:41.674Z,"169 km ESE of Lerwick, United Kingdom",earthquake,,,,39,reviewed,us,us
2000-12-08T00:24:06.570Z,-4.333,152.992,33,4.7,mb,12,,,1.23,us,usp000a5pd,2014-11-07T01:11:41.637Z,"80 km E of Kokopo, Papua New Guinea",earthquake,,,,1,reviewed,us,us
2000-12-08T00:05:39.370Z,-14.926,167.514,113.8,4.7,mb,37,,,1.12,us,usp000a5pb,2014-11-07T01:11:41.632Z,"49 km ENE of Port-Olry, Vanuatu",earthquake,,58.6,,5,reviewed,us,us
2000-12-07T23:18:19.720Z,-4.235,152.883,33,5.4,mwc,129,,,0.86,us,usp000a5pa,2022-04-29T19:00:59.100Z,"69 km E of Kokopo, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-12-07T23:02:38.470Z,-4.307,152.842,33,5.1,mb,123,,,0.92,us,usp000a5p9,2014-11-07T01:11:41.605Z,"63 km E of Kokopo, Papua New Guinea",earthquake,,,,30,reviewed,us,us
2000-12-07T21:14:43.360Z,43.317,144.353,139.6,4.6,mb,78,,,0.68,us,usp000a5p6,2014-11-07T01:11:41.593Z,"38 km N of Kushiro, Japan",earthquake,,,,41,reviewed,us,us
2000-12-07T19:13:33.050Z,-4.305,152.863,33,5.4,mwc,130,,,0.89,us,usp000a5p3,2022-04-29T19:00:57.681Z,"66 km E of Kokopo, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-12-07T18:47:55.200Z,29.382,131.419,33,5.2,mb,151,,,0.92,us,usp000a5p1,2014-11-07T01:11:41.541Z,"127 km SE of Koshima, Japan",earthquake,,,,62,reviewed,us,us
2000-12-07T17:51:13.310Z,-4.339,152.894,33,4.5,mb,12,,,1.62,us,usp000a5nz,2014-11-07T01:11:41.535Z,"69 km E of Kokopo, Papua New Guinea",earthquake,,,,2,reviewed,us,us
2000-12-07T17:12:45.580Z,-3.036,126.134,93.2,4.6,mb,22,,,0.98,us,usp000a5nx,2014-11-07T01:11:41.529Z,"239 km WNW of Ambon, Indonesia",earthquake,,25.2,,13,reviewed,us,us
2000-12-07T09:31:19.120Z,-4.274,152.786,33,5.8,mwc,331,,,0.8,us,usp000a5nb,2022-04-29T19:00:56.312Z,"57 km E of Kokopo, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-12-07T09:06:42.670Z,2.209,126.76,33,4.6,mb,20,,,0.87,us,usp000a5n9,2014-11-07T01:11:41.405Z,"148 km WNW of Tobelo, Indonesia",earthquake,,,,12,reviewed,us,us
2000-12-07T06:50:39.330Z,-31.308,-179.483,300,4.5,mb,23,,,1.04,us,usp000a5n2,2014-11-07T01:11:41.390Z,"Kermadec Islands region",earthquake,,,,6,reviewed,us,us
2000-12-07T06:34:57.030Z,-32.474,-71.719,39.7,4.6,mb,60,,,1.29,us,usp000a5n1,2014-11-07T01:11:41.383Z,"45 km W of La Ligua, Chile",earthquake,,8.8,,15,reviewed,us,us
2000-12-07T04:32:15.460Z,-7.372,128.282,62,4.6,mb,18,,,0.96,us,usp000a5my,2014-11-07T01:11:41.374Z,"190 km NE of Lospalos, Timor Leste",earthquake,,22.1,,7,reviewed,us,us
2000-12-07T01:40:59.430Z,-5.116,153.197,33,5,mb,70,,,1.04,us,usp000a5mt,2014-11-07T01:11:41.354Z,"133 km SE of Kokopo, Papua New Guinea",earthquake,,,,20,reviewed,us,us
2000-12-06T22:57:40.040Z,-4.218,152.725,31,6.5,mwc,401,,,0.98,us,usp000a5mp,2022-04-29T19:00:54.799Z,"52 km ENE of Kokopo, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-12-06T21:16:09.830Z,-8.463,127.724,33,4.6,mb,9,,,1.37,us,usp000a5mj,2014-11-07T01:11:41.268Z,"80 km E of Lospalos, Timor Leste",earthquake,,,,2,reviewed,us,us
2000-12-06T18:40:26.044Z,63.8905,-150.3066,11.7,5,mb,,,,0.95,ak,ak000fo97rxo,2022-07-12T20:26:19.557Z,"59 km WSW of Ferry, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2000-12-06T18:39:48.410Z,-58.117,-26.895,200,4.5,mb,13,,,0.62,us,usp000a5mc,2014-11-07T01:11:41.228Z,"South Sandwich Islands region",earthquake,,,,1,reviewed,us,us
2000-12-06T18:12:27.570Z,39.24,54.975,33,4.7,mb,100,,,1.33,us,usp000a5mb,2014-11-07T01:11:41.211Z,"33 km E of Gumdag, Turkmenistan",earthquake,,,,40,reviewed,us,us
2000-12-06T17:12:14.080Z,-5.37,146.646,189.9,4.6,mb,12,,,0.85,us,usp000a5m8,2014-11-07T01:11:41.202Z,"96 km E of Madang, Papua New Guinea",earthquake,,10.4,,5,reviewed,us,us
2000-12-06T17:11:06.400Z,39.566,54.799,30,7,mwc,495,,,0.9,us,usp000a5m7,2022-04-29T19:00:52.062Z,"37 km E of Balkanabat, Turkmenistan",earthquake,,,,,reviewed,us,hrv
2000-12-06T16:04:42.670Z,-17.093,178.874,33,4.7,mb,30,,,1.07,us,usp000a5m4,2014-11-07T01:11:41.122Z,"89 km SW of Labasa, Fiji",earthquake,,,,15,reviewed,us,us
2000-12-06T13:23:00.410Z,15.087,120.122,33,4.9,mb,20,,,1,us,usp000a5kt,2014-11-07T01:11:41.094Z,"6 km ENE of Poblacion, San Felipe, Philippines",earthquake,,,,6,reviewed,us,us
2000-12-06T12:28:37.920Z,-27.694,65.735,10,4.6,mb,8,,,0.78,us,usp000a5ks,2014-11-07T01:11:41.092Z,"Indian Ocean Triple Junction",earthquake,,,,1,reviewed,us,us
2000-12-06T12:02:29.280Z,42.398,142.174,60.5,4.8,mb,18,,,0.55,us,usp000a5kq,2014-11-07T01:11:41.085Z,"17 km WNW of Shizunai-furukawach?, Japan",earthquake,,17.9,,4,reviewed,us,us
2000-12-06T08:04:14.250Z,43.905,-128.373,10,4.7,mb,84,,,1.13,us,usp000a5kf,2014-11-07T01:11:41.052Z,"off the coast of Oregon",earthquake,,,,12,reviewed,us,us
2000-12-06T06:47:44.390Z,-10.9,-78.324,41.3,5.2,mwc,182,,,0.91,us,usp000a5kc,2016-11-10T00:08:05.718Z,"59 km WSW of Paramonga, Peru",earthquake,,,,,reviewed,us,hrv
2000-12-06T06:12:35.080Z,42.68,143.284,96.3,4.5,mb,48,,,1.03,us,usp000a5kb,2014-11-07T01:11:40.998Z,"27 km SSE of Obihiro, Japan",earthquake,,10.3,,19,reviewed,us,us
2000-12-06T00:34:38.210Z,76.278,7.01,10,4.7,mb,32,,,0.94,us,usp000a5jy,2014-11-07T01:11:40.947Z,"Svalbard region",earthquake,,,,15,reviewed,us,us
2000-12-05T22:11:34.410Z,52.577,-167.847,33,5.9,mwc,384,,,1.22,us,usp000a5jr,2022-04-29T19:00:50.726Z,"79 km ESE of Nikolski, Alaska",earthquake,,,,,reviewed,us,hrv
2000-12-05T20:47:56.290Z,-2.984,99.268,33,4.6,mb,18,,,0.82,us,usp000a5jm,2014-11-07T01:11:40.796Z,"255 km SSW of Padang, Indonesia",earthquake,,,,2,reviewed,us,us
2000-12-05T19:52:28.680Z,-6.085,130.529,33,4.6,mb,7,,,0.87,us,usp000a5jj,2014-11-07T01:11:40.788Z,"251 km WSW of Tual, Indonesia",earthquake,,,,2,reviewed,us,us
2000-12-05T18:28:06.200Z,-4.708,153.395,33,4.7,mb,44,,,0.9,us,usp000a5jd,2014-11-07T01:11:40.763Z,"131 km ESE of Kokopo, Papua New Guinea",earthquake,,,,1,reviewed,us,us
2000-12-05T18:14:29.720Z,43.915,-128.36,10,5.2,ms,76,,,1.17,us,usp000a5ja,2014-11-07T01:11:40.744Z,"off the coast of Oregon",earthquake,,,,2,reviewed,us,us
2000-12-05T17:37:48.950Z,22.897,-107.483,33,4.7,mb,102,,,1.2,us,usp000a5j8,2014-11-07T01:11:40.723Z,"116 km WSW of Mazatlán, Mexico",earthquake,,,,37,reviewed,us,us
2000-12-05T15:55:32.920Z,-4.48,102.532,50.2,4.6,mb,14,,,1.01,us,usp000a5j3,2014-11-07T01:11:40.706Z,"80 km SSE of Bengkulu, Indonesia",earthquake,,,,2,reviewed,us,us
2000-12-05T13:20:22.250Z,38.366,73.285,126.5,4.5,mb,28,,,1.11,us,usp000a5ht,2014-11-07T01:11:40.646Z,"63 km WNW of Murghob, Tajikistan",earthquake,,13.7,,12,reviewed,us,us
2000-12-05T11:08:25.060Z,4.222,126.439,101.4,5.7,mwc,128,,,0.97,us,usp000a5hp,2022-04-29T19:16:54.152Z,"169 km SE of Sarangani, Philippines",earthquake,,,,,reviewed,us,hrv
2000-12-05T09:53:51.180Z,24.004,94.681,33,4.8,mb,29,,,1.17,us,usp000a5hn,2014-11-07T01:11:40.576Z,"48 km NE of Mawlaik, Myanmar",earthquake,,,,7,reviewed,us,us
2000-12-05T09:14:46.740Z,-9.365,138.683,33,4.5,mb,8,,,1.06,us,usp000a5hj,2014-11-07T01:11:40.564Z,"Arafura Sea",earthquake,,,,3,reviewed,us,us
2000-12-05T07:21:48.020Z,22.666,-107.67,10,4.6,mb,104,,,1.15,us,usp000a5hf,2014-11-07T01:11:40.531Z,"144 km WSW of Mazatlán, Mexico",earthquake,,,,30,reviewed,us,us
2000-12-05T07:02:59.130Z,-4.982,153.408,33,4.6,mb,23,,,1.02,us,usp000a5he,2014-11-07T01:11:40.526Z,"144 km ESE of Kokopo, Papua New Guinea",earthquake,,,,4,reviewed,us,us
2000-12-05T02:09:20.230Z,-26.266,179.591,487.1,5,mb,119,,,0.84,us,usp000a5h3,2014-11-07T01:11:40.455Z,"south of the Fiji Islands",earthquake,,,,45,reviewed,us,us
2000-12-05T02:01:40.480Z,-22.989,-177.949,293.6,4.7,mb,28,,,1.1,us,usp000a5h2,2014-11-07T01:11:40.431Z,"south of the Fiji Islands",earthquake,,,,7,reviewed,us,us
2000-12-05T00:57:24.560Z,-5.829,153.118,33,4.7,mb,20,,,0.93,us,usp000a5h1,2014-11-07T01:11:40.423Z,"189 km SSE of Kokopo, Papua New Guinea",earthquake,,,,8,reviewed,us,us
2000-12-04T22:38:42.920Z,-15.482,167.182,200,4.6,mb,22,,,1.02,us,usp000a5gy,2014-11-07T01:11:40.400Z,"4 km NNE of Luganville, Vanuatu",earthquake,,,,1,reviewed,us,us
2000-12-04T22:16:37.440Z,-56.234,-143.535,10,5.3,mwc,18,,,1.17,us,usp000a5gx,2016-11-10T00:07:11.642Z,"Pacific-Antarctic Ridge",earthquake,,,,,reviewed,us,hrv
2000-12-04T21:33:09.620Z,2.5,128.308,100,5.2,mb,61,,,1.01,us,usp000a5gv,2014-11-07T01:11:40.377Z,"91 km NNE of Tobelo, Indonesia",earthquake,,,,23,reviewed,us,us
2000-12-04T16:47:37.550Z,35.748,140.948,59.8,5.7,mwc,208,,,0.97,us,usp000a5gk,2022-04-29T19:19:17.823Z,"10 km E of Hasaki, Japan",earthquake,,8.1,,,reviewed,us,hrv
2000-12-04T10:17:24.680Z,53.08,171.018,33,5.2,mwc,259,,,0.85,us,usp000a5g6,2016-11-10T00:07:10.533Z,"147 km W of Attu Station, Alaska",earthquake,,,,,reviewed,us,hrv
2000-12-04T09:58:11.980Z,45.083,-28.055,10,4.8,mb,102,,,1,us,usp000a5g5,2014-11-07T01:11:40.142Z,"northern Mid-Atlantic Ridge",earthquake,,,,50,reviewed,us,us
2000-12-04T07:54:43.840Z,1.436,99.074,94.8,5.2,mb,77,,,1.06,us,usp000a5g2,2014-11-07T01:11:40.115Z,"22 km WNW of Padangsidempuan, Indonesia",earthquake,,,,17,reviewed,us,us
2000-12-04T05:39:34.280Z,13.312,-89.668,58.5,4.7,mb,93,,,1.11,us,usp000a5fz,2014-11-07T01:11:40.076Z,"35 km SSE of Acajutla, El Salvador",earthquake,,,,18,reviewed,us,us
2000-12-04T04:55:13.780Z,14.991,-93.515,33,4.9,mb,57,,,1.14,us,usp000a5fx,2014-11-07T01:11:40.030Z,"63 km SW of La Esperanza (El Zapotal), Mexico",earthquake,,,,20,reviewed,us,us
2000-12-04T04:43:09.590Z,14.876,-93.944,33,6.1,mwb,151,,,1,us,usp000a5fv,2022-04-29T19:00:47.741Z,"104 km SW of El Palmarcito, Mexico",earthquake,,,,,reviewed,us,us
2000-12-04T04:42:14.310Z,14.921,-93.856,33,5.3,mb,304,,,1.06,us,usp000a5fu,2022-04-29T19:00:49.135Z,"93 km SW of El Palmarcito, Mexico",earthquake,,,,122,reviewed,us,us
2000-12-04T03:40:29.910Z,-5.858,153.299,33,4.7,mb,10,,,1.15,us,usp000a5fr,2014-11-07T01:11:39.840Z,"202 km SE of Kokopo, Papua New Guinea",earthquake,,,,3,reviewed,us,us
2000-12-04T02:34:07.580Z,-6.807,130.416,33,4.5,mb,15,,,1.16,us,usp000a5fp,2014-11-07T01:11:39.831Z,"289 km WSW of Tual, Indonesia",earthquake,,,,2,reviewed,us,us
2000-12-04T01:22:14.710Z,27.264,128.504,65.6,4.7,mb,47,,,1.15,us,usp000a5fm,2014-11-07T01:11:39.791Z,"88 km NE of Nago, Japan",earthquake,,7.3,,11,reviewed,us,us
2000-12-04T00:48:18.630Z,35.414,99.402,10,4.7,mb,15,,,1.03,us,usp000a5fj,2014-11-07T01:11:39.783Z,"251 km WSW of Xining, China",earthquake,,,,1,reviewed,us,us
2000-12-03T23:21:32.080Z,-6.229,147.674,62.2,4.7,mb,30,,,0.83,us,usp000a5fc,2014-11-07T01:11:39.752Z,"41 km NNW of Finschhafen, Papua New Guinea",earthquake,,12.2,,6,reviewed,us,us
2000-12-03T20:45:23.170Z,-16.956,-173.519,33,4.5,mb,19,,,1.11,us,usp000a5fa,2014-11-07T01:11:39.738Z,"114 km SSE of Hihifo, Tonga",earthquake,,,,3,reviewed,us,us
2000-12-03T17:20:16.020Z,-4.805,130.296,153.7,4.5,mb,20,,,1.01,us,usp000a5f2,2014-11-07T01:11:39.703Z,"222 km SE of Amahai, Indonesia",earthquake,,25.1,,8,reviewed,us,us
2000-12-03T17:01:14.910Z,-5.208,147.976,131.8,4.5,mb,12,,,1.03,us,usp000a5f1,2014-11-07T01:11:39.697Z,"149 km N of Finschhafen, Papua New Guinea",earthquake,,13.8,,6,reviewed,us,us
2000-12-03T12:55:16.700Z,51.666,-178.156,43.2,5.7,mwc,425,,,0.96,us,usp000a5ev,2022-04-29T19:00:46.004Z,"107 km WSW of Adak, Alaska",earthquake,,,,,reviewed,us,hrv
2000-12-03T09:25:46.050Z,1.62,126.036,62.4,5.4,mwc,38,,,0.93,us,usp000a5ep,2022-04-29T19:00:44.323Z,"119 km E of Laikit, Laikit II (Dimembe), Indonesia",earthquake,,18,,,reviewed,us,hrv
2000-12-03T08:12:09.160Z,-6.138,150.502,60.3,4.5,mb,23,,,0.9,us,usp000a5ek,2014-11-07T01:11:39.527Z,"76 km SSE of Kimbe, Papua New Guinea",earthquake,,9.4,,6,reviewed,us,us
2000-12-03T07:13:18.610Z,17.857,-105.908,33,4.7,mb,108,,,1.21,us,usp000a5eh,2014-11-07T01:11:39.500Z,"196 km SSW of Emiliano Zapata, Mexico",earthquake,,,,40,reviewed,us,us
2000-12-03T06:15:20.140Z,-5.119,151.366,134.3,4.5,mb,25,,,0.87,us,usp000a5ed,2014-11-07T01:11:39.483Z,"131 km SW of Kokopo, Papua New Guinea",earthquake,,8.1,,7,reviewed,us,us
2000-12-03T04:10:52.850Z,-4.543,152.748,33,4.6,mb,16,,,1.37,us,usp000a5e8,2014-11-07T01:11:39.444Z,"57 km ESE of Kokopo, Papua New Guinea",earthquake,,,,5,reviewed,us,us
2000-12-03T00:35:49.530Z,-18.241,-12.873,10,4.7,mb,10,,,0.87,us,usp000a5dx,2014-11-07T01:11:39.320Z,"southern Mid-Atlantic Ridge",earthquake,,,,1,reviewed,us,us
2000-12-02T19:33:20.730Z,29.796,98.369,33,4.6,mb,9,,,1.35,us,usp000a5dm,2014-11-07T01:11:39.249Z,"186 km SE of Qamdo, China",earthquake,,,,2,reviewed,us,us
2000-12-02T17:09:24.300Z,-6.872,148.431,33,4.6,mb,15,,,1.45,us,usp000a5db,2014-11-07T01:11:39.215Z,"73 km ESE of Finschhafen, Papua New Guinea",earthquake,,,,4,reviewed,us,us
2000-12-02T15:35:22.670Z,42.428,47.347,33,4.6,mb,90,,,1.22,us,usp000a5d5,2020-09-18T18:00:12.499Z,"2 km E of Levashi, Russia",earthquake,,,,42,reviewed,us,us
2000-12-02T15:19:51.840Z,-5.392,152.839,33,4.6,mb,10,,,0.63,us,usp000a5d3,2014-11-07T01:11:39.110Z,"132 km SSE of Kokopo, Papua New Guinea",earthquake,,,,3,reviewed,us,us
2000-12-02T09:05:42.780Z,-57.56,-65.513,33,4.9,mb,26,,,1.07,us,usp000a5cq,2014-11-07T01:11:39.039Z,"Drake Passage",earthquake,,,,4,reviewed,us,us
2000-12-02T06:38:00.500Z,-5.241,129.014,236.6,4.6,mb,12,,,0.99,us,usp000a5ck,2014-11-07T01:11:39.017Z,"194 km SSE of Ambon, Indonesia",earthquake,,34.5,,2,reviewed,us,us
2000-12-02T06:02:58.680Z,-30.603,-178.056,58.2,5,mb,27,,,0.8,us,usp000a5cg,2014-11-07T01:11:38.988Z,"Kermadec Islands, New Zealand",earthquake,,,,6,reviewed,us,us
2000-12-02T04:16:41.750Z,-7.15,27.75,10,5,mb,98,,,0.86,us,usp000a5c7,2022-04-29T19:00:42.557Z,"152 km SE of Kabalo, Democratic Republic of the Congo",earthquake,,,,41,reviewed,us,us
2000-12-02T04:08:36.770Z,-7.074,148.42,72.5,4.5,mb,9,,,1.09,us,usp000a5c5,2014-11-07T01:11:38.847Z,"85 km SE of Finschhafen, Papua New Guinea",earthquake,,23,,1,reviewed,us,us
2000-12-02T03:25:17.010Z,-4.218,152.811,33,4.6,mb,11,,,1.53,us,usp000a5c3,2014-11-07T01:11:38.835Z,"61 km ENE of Kokopo, Papua New Guinea",earthquake,,,,5,reviewed,us,us
2000-12-01T22:57:03.200Z,-30.467,-178.132,68.1,5.1,mwc,33,,,1.36,us,usp000a5bq,2016-11-10T00:06:02.376Z,"Kermadec Islands, New Zealand",earthquake,,14.8,,,reviewed,us,hrv
2000-12-01T22:12:25.080Z,-4.261,152.831,33,4.5,mb,23,,,1.25,us,usp000a5bp,2014-11-07T01:11:38.452Z,"63 km E of Kokopo, Papua New Guinea",earthquake,,,,5,reviewed,us,us
2000-12-01T21:15:55.500Z,16.332,146.303,33,4.9,mb,14,,,1.38,us,usp000a5bm,2014-11-07T01:11:38.434Z,"137 km NNE of Saipan, Northern Mariana Islands",earthquake,,,,2,reviewed,us,us
2000-12-01T17:37:27.120Z,44.53,148.191,47,4.8,mb,92,,,0.86,us,usp000a5bc,2014-11-07T01:11:38.338Z,"81 km SSE of Kuril’sk, Russia",earthquake,,,,49,reviewed,us,us
2000-12-01T17:21:52.950Z,0.714,125.397,33,4.8,mb,46,,,1.22,us,usp000a5b9,2014-11-07T01:11:38.298Z,"84 km SE of Tondano, Indonesia",earthquake,,,,15,reviewed,us,us
2000-12-01T15:55:43.300Z,-5.591,152.661,33,4.6,mb,6,,,1.31,us,usp000a5b7,2014-11-07T01:11:38.276Z,"144 km SSE of Kokopo, Papua New Guinea",earthquake,,,,1,reviewed,us,us
2000-12-01T15:17:20.960Z,-4.068,152.963,33,4.5,mb,7,,,0.74,us,usp000a5b4,2014-11-07T01:11:38.254Z,"82 km ENE of Kokopo, Papua New Guinea",earthquake,,,,3,reviewed,us,us
2000-12-01T14:26:44.010Z,-17.99,-178.527,572.9,4.7,mb,31,,,1.03,us,usp000a5b2,2014-11-07T01:11:38.230Z,"228 km E of Levuka, Fiji",earthquake,,37.4,,5,reviewed,us,us
2000-12-01T14:07:44.100Z,18.204,-102.35,33,5.4,mwc,217,,,1.34,us,usp000a5b0,2022-04-29T19:00:41.085Z,"18 km SSW of Arteaga, Mexico",earthquake,,,,,reviewed,us,hrv
2000-12-01T14:04:08.770Z,-5.54,152.467,33,4.5,mb,10,,,1.23,us,usp000a5az,2014-11-07T01:11:38.057Z,"134 km S of Kokopo, Papua New Guinea",earthquake,,,,2,reviewed,us,us
2000-12-01T13:27:33.690Z,35.255,-35.328,10,5.8,mwc,184,,,1.14,us,usp000a5av,2022-04-29T19:00:39.593Z,"northern Mid-Atlantic Ridge",earthquake,,,,,reviewed,us,hrv
2000-12-01T10:25:28.760Z,-4.223,152.951,33,4.9,mb,33,,,1.22,us,usp000a5ap,2014-11-07T01:11:37.712Z,"76 km E of Kokopo, Papua New Guinea",earthquake,,,,14,reviewed,us,us
2000-12-01T09:02:02.160Z,-26.696,-71.511,33,4.5,md,13,,,1.4,us,usp000a5aj,2014-11-07T01:11:37.639Z,"138 km WNW of Copiapó, Chile",earthquake,,,,,reviewed,us,guc
2000-12-01T04:53:51.820Z,-21.715,-175.312,33,5.2,mwc,22,,,1.25,us,usp000a5ad,2022-04-29T19:00:37.396Z,"56 km SW of ‘Ohonua, Tonga",earthquake,,,,,reviewed,us,hrv
2000-12-01T03:15:04.720Z,51.54,177.589,65.8,4.6,mb,76,,,0.96,us,usp000a5a9,2014-11-07T01:11:37.437Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,7.3,,31,reviewed,us,us
2000-12-01T02:52:26.130Z,-4.195,153.678,33,4.8,mb,12,,,1.6,us,usp000a5a7,2014-11-07T01:11:37.406Z,"157 km E of Kokopo, Papua New Guinea",earthquake,,,,2,reviewed,us,us
2000-12-01T00:07:46.810Z,-5.788,152.052,33,5.2,mb,41,,,0.97,us,usp000a5a1,2014-11-07T01:11:37.292Z,"161 km S of Kokopo, Papua New Guinea",earthquake,,,,20,reviewed,us,us
2000-11-30T23:57:28.410Z,-5.516,153.488,33,4.8,mb,15,,,1.52,us,usp000a59z,2014-11-07T01:11:35.828Z,"187 km SE of Kokopo, Papua New Guinea",earthquake,,,,8,reviewed,us,us
2000-11-30T22:30:04.170Z,-21.036,169.508,33,4.5,mb,11,,,1.27,us,usp000a59v,2014-11-07T01:11:35.819Z,"167 km S of Isangel, Vanuatu",earthquake,,,,2,reviewed,us,us
2000-11-30T20:01:08.020Z,10.554,126.043,33,5.4,mwc,69,,,1.03,us,usp000a59q,2022-04-29T19:00:31.425Z,"48 km SSE of Sulangan, Philippines",earthquake,,,,,reviewed,us,hrv
2000-11-30T19:26:39.370Z,41.856,19.783,14.1,4.8,mb,58,,,0.93,us,usp000a59p,2014-11-07T01:11:35.798Z,"9 km N of Rubik, Albania",earthquake,,2.1,,5,reviewed,us,us
2000-11-30T19:08:41.760Z,-5.692,147.461,90.9,4.7,mb,11,,,1.1,us,usp000a59n,2014-11-07T01:11:35.796Z,"104 km NNW of Finschhafen, Papua New Guinea",earthquake,,16.3,,2,reviewed,us,us
2000-11-30T18:46:41.540Z,33.619,132.111,69.7,4.5,mb,23,,,0.79,us,usp000a59k,2014-11-07T01:11:35.791Z,"38 km S of Yanai, Japan",earthquake,,7,,4,reviewed,us,us
2000-11-30T18:28:48.770Z,49.051,150.748,335.1,4.6,mb,22,,,1.05,us,usp000a59j,2014-11-07T01:11:35.778Z,"northwest of the Kuril Islands",earthquake,,9.2,,1,reviewed,us,us
2000-11-30T16:41:11.730Z,10.53,126.146,33,4.8,mb,39,,,0.83,us,usp000a59d,2014-11-07T01:11:35.769Z,"56 km SE of Sulangan, Philippines",earthquake,,,,10,reviewed,us,us
2000-11-30T15:21:31.400Z,6.231,126.115,100,4.9,mb,8,,,1.08,us,usp000a599,2014-11-07T01:11:35.761Z,"15 km SSW of Pondaguitan, Philippines",earthquake,,,,2,reviewed,us,us
2000-11-30T12:46:03.110Z,-15.438,-177.694,316.3,4.9,mb,96,,,1,us,usp000a590,2014-11-07T01:11:35.735Z,"132 km SSE of Alo, Wallis and Futuna",earthquake,,26.6,,36,reviewed,us,us
2000-11-30T12:23:39.870Z,-5.208,153.3,33,4.5,mb,7,,,1.42,us,usp000a58y,2014-11-07T01:11:35.732Z,"149 km SE of Kokopo, Papua New Guinea",earthquake,,,,1,reviewed,us,us
2000-11-30T12:08:46.050Z,2.569,-79.746,33,4.6,mb,43,,,1.02,us,usp000a58x,2014-11-07T01:11:35.726Z,"134 km WNW of Salahonda, Colombia",earthquake,,,,10,reviewed,us,us
2000-11-30T10:46:44.050Z,-4.353,102.18,33,4.8,mb,24,,,0.73,us,usp000a58u,2014-11-07T01:11:35.719Z,"61 km S of Bengkulu, Indonesia",earthquake,,,,4,reviewed,us,us
2000-11-30T08:36:40.970Z,-28.978,-66.748,57.7,4.8,mb,11,,,1.1,us,usp000a58n,2014-11-07T01:11:35.705Z,"43 km NE of Villa Bustos, Argentina",earthquake,,11.6,,1,reviewed,us,us
2000-11-30T07:56:44.040Z,-10.226,113.076,33,4.9,mb,9,,,1.49,us,usp000a58k,2014-11-07T01:11:35.698Z,"217 km S of Kencong, Indonesia",earthquake,,,,2,reviewed,us,us
2000-11-30T05:09:51.060Z,40.12,50.116,33,4.6,mb,90,,,1.03,us,usp000a58b,2014-11-07T01:11:35.593Z,"28 km S of Hövsan, Azerbaijan",earthquake,,,,45,reviewed,us,us
2000-11-30T05:02:31.850Z,-5.857,153.432,33,4.5,mb,22,,,1.15,us,usp000a589,2014-11-07T01:11:35.519Z,"211 km SE of Kokopo, Papua New Guinea",earthquake,,,,8,reviewed,us,us
2000-11-30T02:12:27.570Z,-4.252,139.008,33,4.5,mb,8,,,1.32,us,usp000a584,2014-11-07T01:11:35.485Z,"257 km SW of Abepura, Indonesia",earthquake,,,,4,reviewed,us,us
2000-11-30T00:24:24.130Z,-4.905,153.035,33,4.6,mb,16,,,1.31,us,usp000a57u,2014-11-07T01:11:35.464Z,"105 km SE of Kokopo, Papua New Guinea",earthquake,,,,6,reviewed,us,us
2000-11-29T23:42:45.630Z,-21.022,-178.477,552.2,4.5,mb,56,,,0.89,us,usp000a57t,2014-11-07T01:11:35.455Z,"Fiji region",earthquake,,,,17,reviewed,us,us
2000-11-29T23:06:24.900Z,1.44,123.707,33,4.9,mb,27,,,0.95,us,usp000a57q,2014-11-07T01:11:35.375Z,"122 km W of Tomohon, Indonesia",earthquake,,,,7,reviewed,us,us
2000-11-29T14:04:59.130Z,-4.827,153.497,33,4.9,mb,15,,,1.21,us,usp000a56s,2014-11-07T01:11:35.267Z,"146 km ESE of Kokopo, Papua New Guinea",earthquake,,,,3,reviewed,us,us
