time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2000-03-01T04:21:01.390Z,-19.005,-179.361,675,5.8,mwc,,,,0.92,us,usp0009p4h,2022-04-29T18:34:16.968Z,"174 km SE of Levuka, Fiji",earthquake,,,,,reviewed,us,hrv
2000-03-01T02:05:00.480Z,11.577,142.11,33,5.2,mwc,,,,0.97,us,usp0009p4f,2016-11-09T21:59:08.913Z,"265 km NE of Fais, Micronesia",earthquake,,,,,reviewed,us,hrv
2000-02-29T22:44:58.030Z,-18.158,169.014,33,6,mwc,,,,1.19,us,usp0009p4d,2022-04-29T18:34:11.122Z,"87 km ESE of Port-Vila, Vanuatu",earthquake,,,,,reviewed,us,hrv
2000-02-29T18:17:04.430Z,-17.879,168.354,173.7,4.8,mb,,,,0.83,us,usp0009p41,2014-11-07T01:09:34.714Z,"16 km SSE of Port-Vila, Vanuatu",earthquake,,12.9,,23,reviewed,us,us
2000-02-29T17:16:07.900Z,28.249,57.138,120.8,4.5,mb,,,,1.29,us,usp0009p40,2014-11-07T01:09:34.711Z,"118 km SSE of K?h Sef?d, Iran",earthquake,,20,,16,reviewed,us,us
2000-02-29T15:16:36.320Z,-13.157,174.959,33,4.8,mb,,,,0.95,us,usp0009p3w,2014-11-07T01:09:34.703Z,"Fiji region",earthquake,,,,3,reviewed,us,us
2000-02-29T11:51:22.870Z,-60.66,-23.086,33,4.6,mb,,,,1.33,us,usp0009p3p,2014-11-07T01:09:34.688Z,"South Sandwich Islands region",earthquake,,,,9,reviewed,us,us
2000-02-29T11:30:32.560Z,-33.943,-14.575,10,4.8,mb,,,,0.94,us,usp0009p3n,2014-11-07T01:09:34.686Z,"southern Mid-Atlantic Ridge",earthquake,,,,11,reviewed,us,us
2000-02-29T08:31:18.630Z,10.512,122.017,33,4.8,mb,,,,1.33,us,usp0009p3h,2014-11-07T01:09:34.672Z,"4 km NW of Lawigan, Philippines",earthquake,,,,14,reviewed,us,us
2000-02-29T04:35:04.200Z,-50.066,-114.201,10,6,mwc,,,,0.94,us,usp0009p3a,2022-04-29T18:34:09.958Z,"southern East Pacific Rise",earthquake,,,,,reviewed,us,hrv
2000-02-28T22:15:27.150Z,-17.368,-179.035,541.4,4.8,mb,,,,0.81,us,usp0009p2w,2014-11-07T01:09:34.616Z,"191 km ENE of Levuka, Fiji",earthquake,,,,19,reviewed,us,us
2000-02-28T22:15:20.120Z,-17.588,-178.984,538,6,mwc,,,,1.07,us,usp0009p2v,2022-04-29T19:39:47.477Z,"187 km ENE of Levuka, Fiji",earthquake,,,,,reviewed,us,hrv
2000-02-28T15:00:27.850Z,-35.215,78.613,10,5.3,mwc,,,,0.72,us,usp0009p2k,2016-11-09T21:58:41.091Z,"Mid-Indian Ridge",earthquake,,,,,reviewed,us,hrv
2000-02-28T09:45:08.220Z,-21.762,-175.29,33,5.7,mwc,,,,0.98,us,usp0009p28,2022-04-29T18:34:08.625Z,"59 km SW of ‘Ohonua, Tonga",earthquake,,,,,reviewed,us,hrv
2000-02-28T01:52:02.770Z,-27.593,65.57,10,4.7,mb,,,,1,us,usp0009p1v,2014-11-07T01:09:34.485Z,"Indian Ocean Triple Junction",earthquake,,,,5,reviewed,us,us
2000-02-28T00:55:15.860Z,-57.735,-25.502,33,4.5,mb,,,,0.86,us,usp0009p1u,2014-11-07T01:09:34.365Z,"South Sandwich Islands region",earthquake,,,,3,reviewed,us,us
2000-02-27T23:38:09.850Z,17.827,-60.985,16,5,mb,,,,,us,usp0009p1t,2014-11-07T01:09:34.274Z,"92 km ENE of Codrington, Antigua and Barbuda",earthquake,,,,28,reviewed,trn,us
2000-02-27T18:02:58.130Z,-10.835,166.096,82.8,5,mb,,,,0.77,us,usp0009p1f,2014-11-07T01:09:34.232Z,"34 km ESE of Lata, Solomon Islands",earthquake,,,,19,reviewed,us,us
2000-02-27T17:21:28.000Z,23.07,94.196,74,5.1,mb,,,,0.75,us,usp0009p1d,2014-11-07T01:09:34.209Z,"55 km ENE of Falam, Myanmar",earthquake,,,,106,reviewed,us,us
2000-02-27T16:10:41.790Z,7.917,-82.873,33,5.4,mwc,,,,0.9,us,usp0009p1a,2022-04-29T18:34:03.511Z,"12 km S of Punta de Burica, Panama",earthquake,,,,,reviewed,us,hrv
2000-02-27T15:10:26.170Z,21.612,143.593,33,4.9,ms,,,,1,us,usp0009p17,2014-11-07T01:09:34.162Z,"Mariana Islands region",earthquake,,,,6,reviewed,us,us
2000-02-27T12:03:59.350Z,10.645,121.97,33,5.2,mwc,,,,1.23,us,usp0009p15,2022-04-29T18:34:02.290Z,"6 km SSW of Hamtic, Philippines",earthquake,,,,,reviewed,us,hrv
2000-02-27T11:29:40.860Z,-14.986,167.348,126.8,4.5,mb,,,,0.78,us,usp0009p14,2014-11-07T01:09:34.142Z,"30 km ENE of Port-Olry, Vanuatu",earthquake,,12.7,,16,reviewed,us,us
2000-02-27T02:22:14.511Z,60.2025,-145.9216,18.1,5,mw,,,,0.74,ak,ak0002nyhqq3,2022-04-29T18:33:57.113Z,"39 km SSW of Cordova, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2000-02-26T23:03:00.450Z,-16.849,167.27,33,4.6,mb,,,,1.09,us,usp0009p0h,2014-11-07T01:09:34.067Z,"84 km S of Lakatoro, Vanuatu",earthquake,,,,5,reviewed,us,us
2000-02-26T19:27:59.430Z,-4.019,68.42,10,4.6,mb,,,,1.17,us,usp0009p0b,2014-11-07T01:09:34.052Z,"Chagos Archipelago region",earthquake,,,,4,reviewed,us,us
2000-02-26T18:24:39.220Z,9.406,-78.532,65,6.1,mwc,,,,1.08,us,usp0009p0a,2022-04-29T18:33:51.159Z,"7 km SE of Narganá, Panama",earthquake,,,,,reviewed,us,hrv
2000-02-26T17:03:16.800Z,-10.188,161.016,85.8,5.2,mwc,,,,0.85,us,usp0009p08,2016-11-09T21:57:55.075Z,"103 km WNW of Kirakira, Solomon Islands",earthquake,,,,,reviewed,us,hrv
2000-02-26T13:37:07.960Z,54.556,-161.625,56.7,4.7,mb,,,,0.96,us,usp0009p02,2020-02-20T20:07:18.111Z,"71 km SE of King Cove, Alaska",earthquake,,3.3,,51,reviewed,us,us
2000-02-26T12:11:57.880Z,11.538,142.073,33,5.2,mb,,,,1.19,us,usp0009nzw,2014-11-07T01:09:33.926Z,"259 km NE of Fais, Micronesia",earthquake,,,,48,reviewed,us,us
2000-02-26T08:18:37.690Z,37.304,44.76,33,5.2,ms,,,,0.92,us,usp0009nzq,2014-11-07T01:09:33.908Z,"16 km E of ?emdinli, Turkey",earthquake,,,,1,reviewed,us,us
2000-02-26T08:11:48.440Z,13.795,144.782,132.2,6.2,mwb,,,,1.09,us,usp0009nzp,2022-04-29T18:33:45.761Z,"30 km NNW of Yigo Village, Guam",earthquake,,,,,reviewed,us,us
2000-02-26T06:19:02.770Z,-62.586,162.066,33,4.9,mb,,,,1.04,us,usp0009nzg,2014-11-07T01:09:33.852Z,"Balleny Islands region",earthquake,,,,2,reviewed,us,us
2000-02-26T04:52:44.400Z,14.019,-92.107,27.7,4.6,md,,,,,us,usp0009nzf,2014-11-07T01:09:33.850Z,"near the coast of Chiapas, Mexico",earthquake,,,,,reviewed,unm,unm
2000-02-26T04:04:34.870Z,28.494,82.145,33,4.6,mb,,,,1.13,us,usp0009nzd,2014-11-07T01:09:33.842Z,"38 km NW of Besisahar, Nepal",earthquake,,,,42,reviewed,us,us
2000-02-26T01:31:59.310Z,54.495,-161.124,33,4.8,mb,,,,1.1,us,usp0009nz4,2020-02-20T20:07:20.274Z,"99 km SE of King Cove, Alaska",earthquake,,,,18,reviewed,us,us
2000-02-25T22:48:02.090Z,-9.845,158.944,33,4.7,mb,,,,1.11,us,usp0009nyt,2014-11-07T01:09:33.716Z,"Solomon Islands",earthquake,,,,11,reviewed,us,us
2000-02-25T17:22:45.700Z,-22.116,-179.714,608.1,4.5,mb,,,,0.87,us,usp0009nyg,2014-11-07T01:09:33.695Z,"south of the Fiji Islands",earthquake,,37.3,,15,reviewed,us,us
2000-02-25T15:57:27.800Z,16.913,-95.513,137.2,4.5,md,,,,,us,usp0009nye,2014-11-07T01:09:33.691Z,"11 km ESE of Santiago Ixcuintepec, Mexico",earthquake,,,,,reviewed,unm,unm
2000-02-25T14:16:01.640Z,-19.826,174.195,33,5.5,mwc,,,,1.27,us,usp0009nya,2016-11-09T21:57:30.213Z,"Vanuatu region",earthquake,,,,,reviewed,us,hrv
2000-02-25T14:10:24.760Z,-6.208,105.194,51.6,4.9,mb,,,,0.68,us,usp0009ny9,2014-11-07T01:09:33.663Z,"72 km WNW of Labuan, Indonesia",earthquake,,18.4,,3,reviewed,us,us
2000-02-25T13:54:12.190Z,-20.053,174.363,33,5.6,mwc,,,,1.08,us,usp0009ny8,2022-04-29T18:33:40.283Z,"Vanuatu region",earthquake,,,,,reviewed,us,hrv
2000-02-25T06:13:00.550Z,25.287,123.829,150.2,5.2,mb,,,,0.94,us,usp0009nxv,2014-11-07T01:09:33.594Z,"109 km NNW of Ishigaki, Japan",earthquake,,,,95,reviewed,us,us
2000-02-25T05:08:15.070Z,-19.376,173.678,33,4.8,mb,,,,1.2,us,usp0009nxs,2022-04-29T18:33:31.505Z,"Vanuatu region",earthquake,,,,7,reviewed,us,us
2000-02-25T05:03:09.410Z,-5.278,154.064,98.4,4.8,mb,,,,0.87,us,usp0009nxr,2014-11-07T01:09:33.578Z,"194 km NW of Panguna, Papua New Guinea",earthquake,,,,16,reviewed,us,us
2000-02-25T01:43:58.640Z,-19.528,173.818,33,7.1,mwc,,,,1.2,us,usp0009nxg,2024-01-17T20:46:46.644Z,"Vanuatu region",earthquake,,,,,reviewed,us,hrv
2000-02-25T00:18:18.360Z,-54.197,143.593,10,4.6,mb,,,,1.49,us,usp0009nxc,2014-11-07T01:09:33.513Z,"west of Macquarie Island",earthquake,,,,7,reviewed,us,us
2000-02-24T21:10:04.740Z,-14.897,167.371,122.6,4.6,mb,,,,0.7,us,usp0009nx6,2014-11-07T01:09:33.495Z,"35 km ENE of Port-Olry, Vanuatu",earthquake,,21.4,,4,reviewed,us,us
2000-02-24T16:17:10.650Z,13.448,-89.664,62.7,4.7,mb,,,,1.29,us,usp0009nww,2014-11-07T01:09:33.470Z,"23 km SE of Acajutla, El Salvador",earthquake,,,,24,reviewed,us,us
2000-02-24T15:27:07.950Z,-20.166,-177.838,552.1,4.9,mb,,,,0.99,us,usp0009nwv,2014-11-07T01:09:33.456Z,"294 km WNW of Haveluloto, Tonga",earthquake,,,,40,reviewed,us,us
2000-02-24T13:32:26.280Z,51.459,-178.379,50.2,5.1,mwc,,,,0.86,us,usp0009nwp,2022-04-29T18:33:19.956Z,"129 km WSW of Adak, Alaska",earthquake,,5.5,,,reviewed,us,hrv
2000-02-24T04:07:41.690Z,-3.487,148.692,33,4.5,mb,,,,1.39,us,usp0009nw5,2014-11-07T01:09:33.387Z,"225 km SE of Lorengau, Papua New Guinea",earthquake,,,,2,reviewed,us,us
2000-02-24T00:18:40.150Z,-32.734,-71.744,13,4.5,md,,,,,us,usp0009nvv,2014-11-07T01:09:33.363Z,"35 km NNW of Valparaíso, Chile",earthquake,,,,,reviewed,guc,guc
2000-02-23T23:08:07.020Z,-21.072,-178.221,521.5,4.5,mb,,,,0.91,us,usp0009nvt,2014-11-07T01:09:33.354Z,"Fiji region",earthquake,,24.4,,18,reviewed,us,us
2000-02-23T22:41:42.200Z,-18.68,-178.171,477.6,5,mb,,,,1.05,us,usp0009nvr,2014-11-07T01:09:33.347Z,"274 km ESE of Levuka, Fiji",earthquake,,33.9,,9,reviewed,us,us
2000-02-23T21:00:10.520Z,-3.436,148.834,33,4.7,mb,,,,0.98,us,usp0009nvq,2014-11-07T01:09:33.344Z,"232 km SE of Lorengau, Papua New Guinea",earthquake,,,,12,reviewed,us,us
2000-02-23T19:20:26.390Z,17.387,-60.763,33,5.5,mwc,,,,0.83,us,usp0009nvm,2016-11-09T21:56:32.950Z,"111 km ENE of Parham, Antigua and Barbuda",earthquake,,,,,reviewed,us,hrv
2000-02-23T06:35:20.960Z,20.726,143.536,33,4.7,mb,,,,1.17,us,usp0009nv5,2014-11-07T01:09:33.116Z,"Mariana Islands region",earthquake,,,,20,reviewed,us,us
2000-02-23T03:57:58.970Z,-5.322,154.16,99.4,5.6,mwc,,,,1.17,us,usp0009nv2,2022-04-29T19:23:06.386Z,"183 km NW of Panguna, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-02-23T02:01:46.800Z,-15.624,167.744,133.1,4.6,mb,,,,1.35,us,usp0009nuz,2014-11-07T01:09:33.044Z,"61 km NE of Norsup, Vanuatu",earthquake,,19.8,,10,reviewed,us,us
2000-02-23T01:59:43.240Z,-60.459,-30.941,33,4.5,mb,,,,1.36,us,usp0009nuy,2014-11-07T01:09:33.041Z,"South Sandwich Islands region",earthquake,,,,7,reviewed,us,us
2000-02-23T01:11:29.830Z,-59.957,-31.01,33,5.3,mwc,,,,1.16,us,usp0009nuw,2016-11-09T21:56:31.914Z,"Scotia Sea",earthquake,,,,,reviewed,us,hrv
2000-02-22T23:54:55.320Z,31.397,140.723,104.3,4.7,mb,,,,0.89,us,usp0009nut,2014-11-07T01:09:32.973Z,"Izu Islands, Japan region",earthquake,,16.9,,3,reviewed,us,us
2000-02-22T17:29:36.900Z,-5.971,130.693,33,5,mb,,,,1.19,us,usp0009nuc,2014-11-07T01:09:32.916Z,"231 km W of Tual, Indonesia",earthquake,,,,11,reviewed,us,us
2000-02-22T16:00:01.590Z,43.023,146.73,57,4.6,mb,,,,0.74,us,usp0009nua,2014-11-07T01:09:32.910Z,"86 km S of Shikotan, Russia",earthquake,,9.9,,27,reviewed,us,us
2000-02-22T11:55:25.630Z,34.598,25.599,33,5.3,mwc,,,,1.19,us,usp0009nu4,2022-04-29T18:33:18.574Z,"45 km S of Néa Anatolí, Greece",earthquake,,,,,reviewed,us,hrv
2000-02-22T10:27:19.420Z,-6.73,102.033,33,5.1,mwc,,,,1.05,us,usp0009nu2,2016-11-09T21:56:04.984Z,"southwest of Sumatra, Indonesia",earthquake,,,,,reviewed,us,hrv
2000-02-22T06:48:21.110Z,16.75,-46.401,10,4.8,mb,,,,1.04,us,usp0009ntz,2014-11-07T01:09:32.851Z,"northern Mid-Atlantic Ridge",earthquake,,,,7,reviewed,us,us
2000-02-22T02:37:55.020Z,21.611,143.631,33,5.5,mwc,,,,0.97,us,usp0009ntr,2016-11-09T21:56:04.361Z,"Mariana Islands region",earthquake,,,,,reviewed,us,hrv
2000-02-22T01:27:53.320Z,-2.018,139.27,33,5.4,mwc,,,,1.06,us,usp0009ntp,2022-04-29T18:33:12.734Z,"164 km WNW of Abepura, Indonesia",earthquake,,,,,reviewed,us,hrv
2000-02-22T00:37:24.760Z,-32.052,-111.856,10,4.7,mb,,,,0.74,us,usp0009ntn,2014-11-07T01:09:32.399Z,"southern East Pacific Rise",earthquake,,,,4,reviewed,us,us
2000-02-22T00:29:19.580Z,21.941,143.542,33,5.3,mwc,,,,1.12,us,usp0009ntm,2016-11-09T21:56:03.316Z,"Mariana Islands region",earthquake,,,,,reviewed,us,hrv
2000-02-22T00:00:22.290Z,-28.263,-179.249,368.6,4.7,mb,,,,1.01,us,usp0009ntj,2014-11-07T01:09:32.385Z,"Kermadec Islands region",earthquake,,16.3,,13,reviewed,us,us
2000-02-21T22:35:50.000Z,49.19,-130.06,10,4.7,mb,,,,,us,usp0009nta,2014-11-07T01:09:32.363Z,"264 km SW of Port McNeill, Canada",earthquake,,,,26,reviewed,pgc,us
2000-02-21T20:06:24.050Z,-4.326,144.635,33,4.8,mb,,,,1.1,us,usp0009nt7,2014-11-07T01:09:32.346Z,"69 km ESE of Angoram, Papua New Guinea",earthquake,,,,7,reviewed,us,us
2000-02-21T18:51:16.610Z,4.289,124.765,33,5.2,mwc,,,,1.29,us,usp0009nsz,2016-11-09T21:55:41.050Z,"145 km SSW of Sarangani, Philippines",earthquake,,,,,reviewed,us,hrv
2000-02-21T16:31:23.250Z,18.651,-107.219,33,5,mb,,,,1.22,us,usp0009nsu,2014-11-07T01:09:32.314Z,"238 km SW of La Cruz de Loreto, Mexico",earthquake,,,,18,reviewed,us,us
2000-02-21T16:29:40.020Z,18.562,-107.074,33,5.7,mwc,,,,0.8,us,usp0009nst,2022-04-29T18:33:11.428Z,"233 km SW of La Cruz de Loreto, Mexico",earthquake,,,,,reviewed,us,hrv
2000-02-21T15:46:37.060Z,0.312,122.178,191.4,4.8,mb,,,,1.04,us,usp0009nss,2014-11-07T01:09:32.290Z,"101 km WSW of Gorontalo, Indonesia",earthquake,,,,21,reviewed,us,us
2000-02-21T14:36:22.400Z,-29.807,-71.461,33,5.2,mwc,,,,1.03,us,usp0009nsp,2022-04-29T18:33:05.849Z,"20 km NW of Coquimbo, Chile",earthquake,,,,,reviewed,us,hrv
2000-02-21T08:06:58.150Z,21.755,143.916,33,4.6,mb,,,,1.12,us,usp0009nsc,2014-11-07T01:09:32.254Z,"Mariana Islands region",earthquake,,,,14,reviewed,us,us
2000-02-21T02:57:20.350Z,-5.866,106.254,136.3,4.8,mb,,,,1.06,us,usp0009ns1,2014-11-07T01:09:32.227Z,"Java, Indonesia",earthquake,,15.8,,13,reviewed,us,us
2000-02-21T01:41:31.950Z,-4.757,153.137,70.7,5.3,mb,,,,0.87,us,usp0009nry,2014-11-07T01:09:32.213Z,"106 km ESE of Kokopo, Papua New Guinea",earthquake,,8.9,,18,reviewed,us,us
2000-02-21T00:36:21.820Z,-6.279,154.758,54.7,5.7,mwc,,,,0.97,us,usp0009nrx,2022-04-29T18:33:00.539Z,"80 km W of Panguna, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-02-20T23:57:22.260Z,21.739,143.56,33,5.1,mwc,,,,1.13,us,usp0009nrv,2016-11-09T21:55:15.393Z,"Mariana Islands region",earthquake,,,,,reviewed,us,hrv
2000-02-20T15:09:51.820Z,31.169,141.818,33,4.6,mb,,,,1.12,us,usp0009nr6,2014-11-07T01:09:31.935Z,"Izu Islands, Japan region",earthquake,,,,23,reviewed,us,us
2000-02-20T14:04:22.440Z,24.304,141.509,33,4.7,mb,,,,1.05,us,usp0009nr4,2014-11-07T01:09:31.930Z,"Volcano Islands, Japan region",earthquake,,,,22,reviewed,us,us
2000-02-20T13:58:44.860Z,42.716,143.953,56.6,4.8,mb,,,,0.96,us,usp0009nr3,2014-11-07T01:09:31.921Z,"44 km SW of Kushiro, Japan",earthquake,,6.8,,61,reviewed,us,us
2000-02-20T10:42:37.590Z,56.008,-34.454,10,4.9,mwc,,,,0.99,us,usp0009nqw,2016-11-09T21:55:14.864Z,"Reykjanes Ridge",earthquake,,,,,reviewed,us,hrv
2000-02-20T10:00:59.290Z,55.705,-34.842,10,4.5,mb,,,,1.12,us,usp0009nqu,2014-11-07T01:09:31.892Z,"Reykjanes Ridge",earthquake,,,,4,reviewed,us,us
2000-02-20T08:27:22.400Z,8.854,-84.126,20,5.7,mwc,,,,,us,usp0009nqn,2022-04-29T18:32:49.283Z,"63 km S of Quepos, Costa Rica",earthquake,,,,,reviewed,casc,hrv
2000-02-20T07:26:30.620Z,55.954,-34.6,10,4.5,mb,,,,1.03,us,usp0009nqk,2014-11-07T01:09:31.854Z,"Reykjanes Ridge",earthquake,,,,23,reviewed,us,us
2000-02-19T21:54:26.540Z,-19.905,-173.11,33,5.1,mwc,,,,0.77,us,usp0009npu,2016-11-09T21:54:43.967Z,"130 km E of Pangai, Tonga",earthquake,,,,,reviewed,us,hrv
2000-02-19T19:31:37.360Z,49.656,155.859,48.2,5.4,mwc,,,,0.77,us,usp0009npp,2016-11-09T21:54:43.473Z,"114 km S of Severo-Kuril’sk, Russia",earthquake,,,,,reviewed,us,hrv
2000-02-19T19:01:55.140Z,1.263,120.836,33,5.3,mwc,,,,1.08,us,usp0009npk,2022-04-29T18:32:43.301Z,"260 km WNW of Gorontalo, Indonesia",earthquake,,,,,reviewed,us,hrv
2000-02-19T18:55:51.550Z,-23.952,-179.989,550,4.7,mb,,,,0.82,us,usp0009npj,2014-11-07T01:09:31.720Z,"south of the Fiji Islands",earthquake,,,,7,reviewed,us,us
2000-02-19T18:55:19.160Z,10.348,93.817,177.2,4.7,mb,,,,1.06,us,usp0009nph,2014-11-07T01:09:31.718Z,"186 km SE of Port Blair, India",earthquake,,18.2,,2,reviewed,us,us
2000-02-19T18:53:24.450Z,50.28,156.929,40.3,4.9,mb,,,,1.07,us,usp0009npg,2014-11-07T01:09:31.709Z,"71 km SE of Severo-Kuril’sk, Russia",earthquake,,,,31,reviewed,us,us
2000-02-19T13:33:10.150Z,42.359,142.967,62.1,4.7,mb,,,,1.05,us,usp0009np8,2014-11-07T01:09:31.671Z,"49 km E of Shizunai-furukawach?, Japan",earthquake,,6.1,,39,reviewed,us,us
2000-02-19T10:27:20.340Z,6.757,126.41,33,4.7,mb,,,,1.12,us,usp0009np2,2014-11-07T01:09:31.658Z,"15 km SE of Bobon, Philippines",earthquake,,,,5,reviewed,us,us
2000-02-19T09:48:39.460Z,14.028,-92.004,50.6,4.6,mb,,,,1.39,us,usp0009np1,2014-11-07T01:09:31.651Z,"30 km SSW of Champerico, Guatemala",earthquake,,6.5,,20,reviewed,us,us
2000-02-19T06:06:09.080Z,44.476,149.401,50.2,5.1,mwc,,,,1.05,us,usp0009nnt,2016-11-09T21:54:42.487Z,"146 km SE of Kuril’sk, Russia",earthquake,,,,,reviewed,us,hrv
2000-02-19T05:47:13.560Z,27.817,140.486,33,4.8,mb,,,,0.91,us,usp0009nns,2014-11-07T01:09:31.615Z,"Bonin Islands, Japan region",earthquake,,,,1,reviewed,us,us
2000-02-19T05:29:17.250Z,-5.233,151.903,72.9,5.2,mwc,,,,1.13,us,usp0009nnq,2016-11-09T21:54:41.987Z,"106 km SSW of Kokopo, Papua New Guinea",earthquake,,9.7,,,reviewed,us,hrv
2000-02-19T05:23:28.650Z,44.499,149.393,51.6,5.3,mwc,,,,1.09,us,usp0009nnn,2016-11-09T21:54:41.503Z,"144 km SE of Kuril’sk, Russia",earthquake,,,,,reviewed,us,hrv
2000-02-19T04:49:28.710Z,44.513,149.379,54.5,5,mwc,,,,1.04,us,usp0009nnm,2016-11-09T21:54:40.822Z,"142 km SE of Kuril’sk, Russia",earthquake,,,,,reviewed,us,hrv
2000-02-18T22:38:07.040Z,-3.432,135.436,33,4.5,mb,,,,0.74,us,usp0009nn9,2014-11-07T01:09:31.544Z,"10 km SW of Nabire, Indonesia",earthquake,,,,4,reviewed,us,us
2000-02-18T16:12:44.270Z,10.78,-71.078,33,4.5,mb,,,,0.91,us,usp0009nn1,2014-11-07T01:09:31.527Z,"54 km ENE of Santa Rita, Venezuela",earthquake,,,,18,reviewed,us,us
2000-02-18T14:53:24.660Z,-10.616,164.246,89.4,4.8,mb,,,,1.08,us,usp0009nmx,2014-11-07T01:09:31.518Z,"170 km W of Lata, Solomon Islands",earthquake,,22.4,,16,reviewed,us,us
2000-02-18T11:15:38.740Z,16.686,-46.496,10,4.5,mb,,,,0.65,us,usp0009nmn,2014-11-07T01:09:31.503Z,"northern Mid-Atlantic Ridge",earthquake,,,,7,reviewed,us,us
2000-02-18T09:58:24.350Z,-52.356,15.093,10,4.5,mb,,,,1.4,us,usp0009nmh,2014-11-07T01:09:31.489Z,"southwest of Africa",earthquake,,,,1,reviewed,us,us
2000-02-18T09:43:40.970Z,-10.778,166.511,33,4.7,mb,,,,0.7,us,usp0009nmg,2014-11-07T01:09:31.487Z,"Santa Cruz Islands",earthquake,,,,7,reviewed,us,us
2000-02-18T09:23:16.750Z,-22.172,-68.648,113.8,4.5,mb,,,,1.17,us,usp0009nmf,2014-11-07T01:09:31.481Z,"42 km NE of Calama, Chile",earthquake,,,,17,reviewed,us,us
2000-02-18T08:06:15.100Z,16.569,-46.584,10,5.6,mwc,,,,0.93,us,usp0009nmd,2022-04-29T18:32:42.399Z,"northern Mid-Atlantic Ridge",earthquake,,,,,reviewed,us,hrv
2000-02-18T08:05:54.540Z,16.562,-46.513,10,4.8,mb,,,,1.16,us,usp0009nmc,2014-11-07T01:09:31.450Z,"northern Mid-Atlantic Ridge",earthquake,,,,27,reviewed,us,us
2000-02-18T08:01:27.180Z,16.52,-46.578,10,5,mb,,,,1.16,us,usp0009nmb,2014-11-07T01:09:31.445Z,"northern Mid-Atlantic Ridge",earthquake,,,,26,reviewed,us,us
2000-02-18T00:19:28.760Z,19.3331667,-155.2766667,34.379,4.5,md,35,111,,0.11,hv,hv1280058,2020-03-31T21:11:22.060Z,"12 km SSW of Volcano, Hawaii",earthquake,0.68,0.86,,,reviewed,hv,hv
2000-02-17T22:00:30.320Z,-5.025,153.102,65.4,5.2,mwc,,,,0.92,us,usp0009nkj,2022-04-29T18:32:37.283Z,"119 km SE of Kokopo, Papua New Guinea",earthquake,,8.6,,,reviewed,us,hrv
2000-02-17T21:44:33.850Z,-7.097,129.14,33,4.6,mb,,,,1.4,us,usp0009nkh,2014-11-07T01:09:31.359Z,"283 km NE of Lospalos, Timor Leste",earthquake,,,,6,reviewed,us,us
2000-02-17T20:04:53.180Z,53.554,-164.6,23.9,4.8,mb,,,,,us,usp0009nkf,2020-02-20T20:08:10.823Z,"100 km SE of Akutan, Alaska",earthquake,,,,42,reviewed,aeic,us
2000-02-17T18:26:21.950Z,-34.945,-109.279,10,5.2,mwc,,,,0.9,us,usp0009nkb,2016-11-09T21:53:51.272Z,"southern East Pacific Rise",earthquake,,,,,reviewed,us,hrv
2000-02-17T09:44:09.960Z,29.581,67.121,33,4.6,mb,,,,1.21,us,usp0009njy,2014-11-07T01:09:31.308Z,"36 km SE of Mastung, Pakistan",earthquake,,,,12,reviewed,us,us
2000-02-17T08:17:17.400Z,-10.961,166.67,33,4.7,mb,,,,0.68,us,usp0009njv,2014-11-07T01:09:31.302Z,"98 km ESE of Lata, Solomon Islands",earthquake,,,,13,reviewed,us,us
2000-02-17T04:54:26.500Z,-10.905,166.687,33,5.9,mwc,,,,1.01,us,usp0009njq,2022-04-29T18:32:31.433Z,"99 km ESE of Lata, Solomon Islands",earthquake,,,,,reviewed,us,hrv
2000-02-17T04:36:42.690Z,14.625,145.3,150.6,4.5,mb,,,,1.01,us,usp0009njp,2014-11-07T01:09:31.272Z,"51 km SW of San Jose Village, Northern Mariana Islands",earthquake,,9.1,,12,reviewed,us,us
2000-02-17T03:13:58.730Z,10.76,-41.417,10,4.5,mb,,,,0.76,us,usp0009njm,2014-11-07T01:09:31.267Z,"northern Mid-Atlantic Ridge",earthquake,,,,11,reviewed,us,us
2000-02-17T00:20:03.890Z,-10.856,166.711,33,4.8,mb,,,,0.68,us,usp0009njh,2014-11-07T01:09:31.260Z,"100 km E of Lata, Solomon Islands",earthquake,,,,14,reviewed,us,us
2000-02-16T23:52:33.310Z,-10.91,166.57,33,5.4,mwc,,,,0.92,us,usp0009njf,2022-04-29T18:32:30.229Z,"86 km ESE of Lata, Solomon Islands",earthquake,,,,,reviewed,us,hrv
2000-02-16T22:38:18.210Z,-10.499,166.609,33,4.6,mb,,,,0.99,us,usp0009njc,2014-11-07T01:09:31.217Z,"92 km ENE of Lata, Solomon Islands",earthquake,,,,3,reviewed,us,us
2000-02-16T22:35:21.490Z,-10.806,166.57,33,5.7,mwc,,,,0.94,us,usp0009njb,2022-04-29T18:32:24.838Z,"84 km E of Lata, Solomon Islands",earthquake,,,,,reviewed,us,hrv
2000-02-16T22:30:06.190Z,-10.68,166.674,33,4.8,mb,,,,1.01,us,usp0009nja,2014-11-07T01:09:31.196Z,"96 km E of Lata, Solomon Islands",earthquake,,,,11,reviewed,us,us
